image,condition,checkpoint,source_path,ate,rpe_trans,pos_error,yaw_error,time_s
64,No-Text,nwm_cdit_b_recon_64/0030000,artifacts/bulk/planning/recon64_b_notext_0030000_full_n32/nwm_cdit_b_recon_64/recon_CEM_repeat_N32_K5_RS1_rep1_OPT1.json,1.3744981949094575,0.39380906649754294,2.145318908691406,0.35352760314941406,3330.34690451622
64,Text,nwm_cdit_b_recon_64_text_dense/0030000,artifacts/bulk/planning/recon64_b_text_dense_0030000_full_n32/nwm_cdit_b_recon_64_text_dense/recon_CEM_repeat_N32_K5_RS1_rep1_OPT1.json,1.353863903394646,0.38362354533585846,2.02881103515625,0.3053899383544922,3249.53386592865
