image,condition,checkpoint,source_path,ate,rpe_trans,pos_error,yaw_error,time_s
128,No-Text,nwm_cdit_b_recon_128/0030000,artifacts/bulk/planning/recon128_b_notext_0030000_full_n32/nwm_cdit_b_recon_128/recon_CEM_repeat_N32_K5_RS1_rep1_OPT1.json,1.258628581888723,0.36534471680843494,1.8805503845214844,0.2889396095275879,4313.172393083572
128,Text,nwm_cdit_b_recon_128_text_dense/0030000,artifacts/bulk/planning/recon128_b_text_dense_0030000_full_n32/nwm_cdit_b_recon_128_text_dense/recon_CEM_repeat_N32_K5_RS1_rep1_OPT1.json,1.2605052361333504,0.35832042124408764,1.8228025817871094,0.24990415573120117,4293.32005739212
224,No-Text,nwm_cdit_b/0100000,artifacts/bulk/planning/recon224_b_notext_0100000_full_n32/nwm_cdit_b/recon_CEM_repeat_N32_K5_RS1_rep1_OPT1.json,1.1615142115728723,0.35546503306122756,1.718338165283203,0.3152193641662598,11418.21308708191
224,Text,nwm_cdit_b_recon_raw_text_dense/0030000,artifacts/bulk/planning/recon224_b_text_dense_0030000_full_n32/nwm_cdit_b_recon_raw_text_dense/recon_CEM_repeat_N32_K5_RS1_rep1_OPT1.json,1.2607121938919885,0.35413378371864307,1.7953677368164063,0.2347957420349121,7293.935916423798
