id,loss,pred_final_norm,gt_final_norm,pred_path_len,gt_path_len,final_pos_error,mean_step_norm,max_step_norm,smoothness,mean_abs_turn,clip_frac
0,0.240234375,6.973855972290039,7.1173319816589355,7.068941593170166,7.129596710205078,0.9274278283119202,0.8836176991462708,0.9454818367958069,0.17631293833255768,0.17962917685508728,0.0
1,0.462890625,7.076369285583496,6.589047431945801,7.289327621459961,6.818002223968506,2.8781301975250244,0.9111659526824951,0.9589986205101013,0.3457212448120117,0.3800298273563385,0.0
2,0.1728515625,7.059079647064209,8.071135520935059,7.402660369873047,8.497209548950195,2.519202470779419,0.9253325462341309,1.0954625606536865,0.22553786635398865,0.22958315908908844,0.0
3,0.310546875,7.116733074188232,7.3376688957214355,7.248079776763916,7.355747699737549,0.6700207591056824,0.9060099720954895,0.9734591841697693,0.2265486866235733,0.21601144969463348,0.0
4,0.53515625,6.999077796936035,6.757841110229492,7.094537258148193,7.2774176597595215,4.942779064178467,0.8868171572685242,0.9152610301971436,0.17095987498760223,0.18763509392738342,0.0
5,0.236328125,7.114399433135986,7.431360244750977,7.315696716308594,7.540310382843018,1.897589921951294,0.9144620895385742,1.0660518407821655,0.2500542104244232,0.2586078643798828,0.0
6,0.302734375,7.083352088928223,7.206424236297607,7.180253505706787,7.745649337768555,5.047938346862793,0.8975316882133484,0.9672030210494995,0.2581792175769806,0.279121071100235,0.0
7,0.3046875,7.196122169494629,6.914673328399658,7.3718061447143555,7.029484748840332,4.561694622039795,0.9214757680892944,0.9940580129623413,0.31124672293663025,0.33466050028800964,0.0
8,0.337890625,7.345189094543457,6.416590690612793,7.571496963500977,6.76663875579834,1.152706503868103,0.9464371204376221,1.063968539237976,0.3405534327030182,0.3470110297203064,0.0
9,0.4375,6.901796817779541,8.460736274719238,7.213172912597656,8.850595474243164,3.9124815464019775,0.901646614074707,1.0782740116119385,0.2209724485874176,0.22186970710754395,0.0
