suite,run,model_size,resolution,condition,series,checkpoint,checkpoint_step,eval_type,metric,horizon,horizon_s,value,source_path
eval_b_scand_128,nwm_cdit_b_recon_128_0015000,B,128,No Text,CDiT-B 128px No Text,0015000,15000,time,fid,4s,4,161.50218200683594,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0015000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0015000,B,128,No Text,CDiT-B 128px No Text,0015000,15000,time,fid,8s,8,156.95370483398438,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0015000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0015000,B,128,No Text,CDiT-B 128px No Text,0015000,15000,time,fid,16s,16,161.952392578125,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0015000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0020000,B,128,No Text,CDiT-B 128px No Text,0020000,20000,time,lpips,1s,1,0.5307407975196838,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0020000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0020000,B,128,No Text,CDiT-B 128px No Text,0020000,20000,time,dreamsim,1s,1,0.5671656131744385,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0020000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0020000,B,128,No Text,CDiT-B 128px No Text,0020000,20000,time,lpips,2s,2,0.5522552132606506,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0020000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0020000,B,128,No Text,CDiT-B 128px No Text,0020000,20000,time,dreamsim,2s,2,0.5767956972122192,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0020000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0020000,B,128,No Text,CDiT-B 128px No Text,0020000,20000,time,lpips,4s,4,0.5740399360656738,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0020000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0020000,B,128,No Text,CDiT-B 128px No Text,0020000,20000,time,dreamsim,4s,4,0.5904194712638855,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0020000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0020000,B,128,No Text,CDiT-B 128px No Text,0020000,20000,time,lpips,8s,8,0.5963537693023682,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0020000/scand_time.json
