series,step,run_name,metric,horizon,value,source_path
128 No Text,25000,nwm_cdit_b_recon_128_0025000,lpips,8s,0.31693822145462036,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_0025000/recon_time.json
128 No Text,25000,nwm_cdit_b_recon_128_0025000,lpips,16s,0.3860618472099304,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_0025000/recon_time.json
128 No Text,30000,nwm_cdit_b_recon_128_0030000,dreamsim,1s,0.1436987817287445,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_0030000/recon_time.json
128 No Text,30000,nwm_cdit_b_recon_128_0030000,dreamsim,2s,0.14943747222423553,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_0030000/recon_time.json
128 No Text,30000,nwm_cdit_b_recon_128_0030000,dreamsim,4s,0.1632404327392578,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_0030000/recon_time.json
128 No Text,30000,nwm_cdit_b_recon_128_0030000,dreamsim,8s,0.1787348836660385,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_0030000/recon_time.json
128 No Text,30000,nwm_cdit_b_recon_128_0030000,dreamsim,16s,0.22864902019500732,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_0030000/recon_time.json
128 No Text,30000,nwm_cdit_b_recon_128_0030000,fid,1s,28.668624877929688,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_0030000/recon_time.json
128 No Text,30000,nwm_cdit_b_recon_128_0030000,fid,2s,29.3858642578125,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_0030000/recon_time.json
128 No Text,30000,nwm_cdit_b_recon_128_0030000,fid,4s,29.580108642578125,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_0030000/recon_time.json
128 No Text,30000,nwm_cdit_b_recon_128_0030000,fid,8s,29.412612915039062,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_0030000/recon_time.json
128 No Text,30000,nwm_cdit_b_recon_128_0030000,fid,16s,33.6153564453125,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_0030000/recon_time.json
128 No Text,30000,nwm_cdit_b_recon_128_0030000,lpips,1s,0.2195248007774353,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_0030000/recon_time.json
128 No Text,30000,nwm_cdit_b_recon_128_0030000,lpips,2s,0.24178104102611542,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_0030000/recon_time.json
128 No Text,30000,nwm_cdit_b_recon_128_0030000,lpips,4s,0.2701418101787567,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_0030000/recon_time.json
128 No Text,30000,nwm_cdit_b_recon_128_0030000,lpips,8s,0.30920979380607605,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_0030000/recon_time.json
128 No Text,30000,nwm_cdit_b_recon_128_0030000,lpips,16s,0.37984219193458557,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_0030000/recon_time.json
128 No Text,32500,nwm_cdit_b_recon_128_latest,dreamsim,1s,0.14238275587558746,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_latest/recon_time.json
128 No Text,32500,nwm_cdit_b_recon_128_latest,dreamsim,2s,0.15134501457214355,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_latest/recon_time.json
128 No Text,32500,nwm_cdit_b_recon_128_latest,dreamsim,4s,0.16005872189998627,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_latest/recon_time.json
128 No Text,32500,nwm_cdit_b_recon_128_latest,dreamsim,8s,0.17530257999897003,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_latest/recon_time.json
128 No Text,32500,nwm_cdit_b_recon_128_latest,dreamsim,16s,0.22028006613254547,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_latest/recon_time.json
128 No Text,32500,nwm_cdit_b_recon_128_latest,fid,1s,28.667434692382812,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_latest/recon_time.json
128 No Text,32500,nwm_cdit_b_recon_128_latest,fid,2s,29.108474731445312,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_latest/recon_time.json
128 No Text,32500,nwm_cdit_b_recon_128_latest,fid,4s,30.077407836914062,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_latest/recon_time.json
128 No Text,32500,nwm_cdit_b_recon_128_latest,fid,8s,28.93255615234375,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_latest/recon_time.json
128 No Text,32500,nwm_cdit_b_recon_128_latest,fid,16s,33.49043273925781,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_latest/recon_time.json
128 No Text,32500,nwm_cdit_b_recon_128_latest,lpips,1s,0.21942588686943054,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_latest/recon_time.json
128 No Text,32500,nwm_cdit_b_recon_128_latest,lpips,2s,0.24504099786281586,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_latest/recon_time.json
128 No Text,32500,nwm_cdit_b_recon_128_latest,lpips,4s,0.26974382996559143,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_latest/recon_time.json
128 No Text,32500,nwm_cdit_b_recon_128_latest,lpips,8s,0.30301183462142944,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_latest/recon_time.json
128 No Text,32500,nwm_cdit_b_recon_128_latest,lpips,16s,0.36825281381607056,artifacts/summaries/eval/eval_b_recon_128/nwm_cdit_b_recon_128_latest/recon_time.json
