resolution,condition,checkpoint,path,recon_ate,recon_rpe_trans,recon_pos_diff_norm,recon_yaw_diff_norm,total_time,ate_m_approx,rpe_m_approx,pos_m_approx
128,No-Text,nwm_cdit_s_recon_128/0030000,artifacts/bulk/planning/recon128_s_notext_0030000_full_n32/nwm_cdit_s_recon_128/recon_CEM_N32_K5_RS1_rep1_OPT1.json,1.280129258768862,0.3784521855354575,1.9891819763183594,0.3747653579711914,2670.2502286434174,0.3200323146922155,0.09461304638386438,0.49729549407958984
128,Text,nwm_cdit_s_recon_128_text_dense/0030000,artifacts/bulk/planning/recon128_s_text_dense_0030000_full_n32/nwm_cdit_s_recon_128_text_dense/recon_CEM_N32_K5_RS1_rep1_OPT1.json,1.3408161249327497,0.37852070307675845,2.016842041015625,0.3060818290710449,2697.7034952640533,0.3352040312331874,0.09463017576918961,0.5042105102539063
224,No-Text,nwm_cdit_s/0100000,artifacts/bulk/planning/recon224_s_notext_0100000_full_n32/nwm_cdit_s/recon_CEM_N32_K5_RS1_rep1_OPT1.json,1.1689531676476115,0.35738902731447086,1.75846435546875,0.3274038696289063,3614.0003519058228,0.29223829191190287,0.08934725682861772,0.4396160888671875
224,Text,nwm_cdit_s_recon_raw_text_dense/0030000,artifacts/bulk/planning/recon224_s_text_dense_0030000_full_n32/nwm_cdit_s_recon_raw_text_dense/recon_CEM_N32_K5_RS1_rep1_OPT1.json,1.247973731432856,0.3713260472318681,1.8796803283691406,0.3758993911743164,9209.427262544632,0.311993432858214,0.09283151180796702,0.46992008209228514
