variant_id,label,model,image,condition,setting,samples,status,ate,rpe_trans,pos_error,yaw_error,time_s,ate_delta_vs_n32_pct,rpe_trans_delta_vs_n32_pct,pos_error_delta_vs_n32_pct,yaw_error_delta_vs_n32_pct,ate_delta_vs_paper_pct,rpe_delta_vs_paper_pct,source_path
b224_notext,CDiT-B 224 No-Text,CDiT-B,224,No-Text,N32/K5/rep1/OPT1,100,done,1.1615142115728723,0.35546503306122756,1.718338165283203,0.3152193641662598,11418.21308708191,0.0,0.0,0.0,0.0,2.788868280785166,1.5614380174935962,artifacts/bulk/planning/recon224_b_notext_0100000_full_n32/nwm_cdit_b/recon_CEM_repeat_N32_K5_RS1_rep1_OPT1.json
b224_notext,CDiT-B 224 No-Text,CDiT-B,224,No-Text,N120/K5/rep3/OPT1,100,done,1.1298819676657468,0.3480206506763779,1.6268096923828126,0.2652530479431152,52342.60831284523,-2.723362623716026,-2.0942657343085025,-5.326569283602303,-15.851283868712537,-0.010445339314434985,-0.5655283781777408,artifacts/bulk/planning_paper_cem/recon224_b_notext_0100000_full_n120_rep3/nwm_cdit_b/recon_CEM_repeat_N120_K5_RS1_rep3_OPT1.json
b224_notext,CDiT-B 224 No-Text,CDiT-B,224,No-Text,N120/K5/rep3/OPT1 smoke,10,done,1.2053976323420232,0.3599852744640602,1.6999465942382812,0.4014416694641113,5270.838630437851,3.7781217252370887,1.2716416475355654,-1.0703115030847659,27.3531118641475,6.6723568444268455,2.852935561160064,artifacts/bulk/planning_paper_cem/recon224_b_notext_0100000_smoke_n120_rep3/nwm_cdit_b/recon_CEM_repeat_N120_K5_RS1_rep3_OPT1.json
b224_text,CDiT-B 224 Text,CDiT-B,224,Text,N32/K5/rep1/OPT1,100,done,1.2607121938919885,0.35413378371864307,1.7953677368164063,0.2347957420349121,7293.935916423798,0.0,0.0,0.0,0.0,11.567450786901649,1.1810810624694548,artifacts/bulk/planning/recon224_b_text_dense_0030000_full_n32/nwm_cdit_b_recon_raw_text_dense/recon_CEM_repeat_N32_K5_RS1_rep1_OPT1.json
b224_text,CDiT-B 224 Text,CDiT-B,224,Text,N120/K5/rep3/OPT1,100,done,1.2929583277255892,0.34998377411784026,1.7216297912597656,0.15357965469360352,52415.71918439865,2.5577712335796865,-1.1718762206827353,-4.107122125709733,-34.59010228951786,14.421090949167192,-0.00463596633134714,artifacts/bulk/planning_paper_cem/recon224_b_text_dense_0030000_full_n120_rep3/nwm_cdit_b_recon_raw_text_dense/recon_CEM_repeat_N120_K5_RS1_rep3_OPT1.json
b128_text,CDiT-B 128 Text,CDiT-B,128,Text,N32/K5/rep1/OPT1,100,done,1.2605052361333504,0.35832042124408764,1.8228025817871094,0.24990415573120117,4293.32005739212,0.0,0.0,0.0,0.0,11.549135941004472,2.3772632125964748,artifacts/bulk/planning/recon128_b_text_dense_0030000_full_n32/nwm_cdit_b_recon_128_text_dense/recon_CEM_repeat_N32_K5_RS1_rep1_OPT1.json
b128_text,CDiT-B 128 Text,CDiT-B,128,Text,N120/K5/rep3/OPT1,100,done,1.244401516121703,0.34402178339578626,1.7176136779785156,0.18158384323120116,34230.18559718132,-1.2775607391402983,-3.990461330296649,-5.7707238764970725,-27.33860599480621,10.124027975371959,-1.7080618869182045,artifacts/bulk/planning_paper_cem/recon128_b_text_dense_0030000_full_n120_rep3/nwm_cdit_b_recon_128_text_dense/recon_CEM_repeat_N120_K5_RS1_rep3_OPT1.json
b128_text,CDiT-B 128 Text,CDiT-B,128,Text,N120/K5/rep3/OPT1 smoke,1,done,0.4706255425428528,0.12054532846456932,0.7359749674797058,0.1571049988269806,388.4530053138733,-62.66373759886034,-66.35823098051843,-59.62398918932064,-37.133899047295586,-58.35172189886257,-65.55847758155163,artifacts/bulk/planning_paper_cem/recon128_b_text_dense_0030000_smoke_n120_rep3_ada/nwm_cdit_b_recon_128_text_dense/recon_CEM_repeat_N120_K5_RS1_rep3_OPT1.json
